집계일자,콘존ID,차로유형구분코드,교통량
20220601,0100CZE220,1,30904
20220601,0100CZE230,1,34843
20220601,0100CZE240,1,32883
20220601,0100CZE245,1,35938
20220601,0100CZE250,1,40633
20220601,0100CZE255,1,35043
20220601,0100CZE260,1,21134
20220601,0100CZE270,1,30138
20220601,0100CZE280,1,32804
20220601,0100CZE282,1,24863
20220601,0100CZE285,1,26356
20220601,0100CZE290,1,28125
20220601,0100CZS010,1,12751
20220601,0100CZS020,1,-1
20220601,0100CZS025,1,10350
20220601,0100CZS030,1,12806
20220601,0100CZS040,1,12673
20220601,0100CZS050,1,13705
20220601,0100CZS060,1,14227
20220601,0100CZS070,1,15764
20220601,0100CZS080,1,18615
20220601,0100CZS090,1,18156
20220601,0100CZS100,1,19518
20220601,0100CZS110,1,31974
20220601,0100CZS120,1,29570
20220601,0100CZS130,1,23194
20220601,0100CZS140,1,29264
20220601,0100CZS150,1,30425
20220601,0100CZS160,1,29535
20220601,0100CZS170,1,33148
20220601,0100CZS180,1,36578
20220601,0100CZS190,1,36896
20220601,0100CZS200,1,20852
20220601,0100CZS205,1,30109
20220601,0100CZS210,1,32350
20220601,0100CZS215,1,31124
20220601,0100CZS220,1,31130
20220601,0100CZS230,1,43859
20220601,0100CZS240,1,40722
20220601,0100CZS245,1,36557
20220601,0100CZS250,1,42053
20220601,0100CZS255,1,36362
20220601,0100CZS260,1,22175
20220601,0100CZS270,1,29193
20220601,0100CZS280,1,40210
20220601,0100CZS282,1,25562
20220601,0100CZS285,1,23023
20220601,0100CZS290,1,30389
20220601,0101CZE010,1,5730
20220601,0101CZE020,1,6629
20220601,0101CZE030,1,5162
20220601,0101CZE040,1,5358
20220601,0101CZE050,1,4140
20220601,0101CZE060,1,4705
20220601,0101CZE070,1,7889
20220601,0101CZE080,1,6476
20220601,0101CZE090,1,11095
20220601,0101CZE100,1,10527
20220601,0101CZE110,1,11149
20220601,0101CZE120,1,8392
20220601,0101CZS010,1,5079
20220601,0101CZS020,1,6151
20220601,0101CZS030,1,4910
20220601,0101CZS040,1,5215
20220601,0101CZS050,1,4233
20220601,0101CZS060,1,4876
20220601,0101CZS070,1,8320
20220601,0101CZS080,1,6893
20220601,0101CZS090,1,11754
20220601,0101CZS100,1,11040
20220601,0101CZS110,1,11885
20220601,0101CZS120,1,9548
20220601,0105CZE100,1,2456
20220601,0105CZE110,1,11515
20220601,0105CZE120,1,7222
20220601,0105CZS100,1,1882
20220601,0105CZS110,1,11137
20220601,0105CZS120,1,6721
20220601,0120CZE090,1,9805
20220601,0120CZE100,1,11998
20220601,0120CZE110,1,9236
20220601,0120CZE120,1,8060
20220601,0120CZE125,1,6572
20220601,0120CZE130,1,6718
20220601,0120CZE140,1,6099
20220601,0120CZE150,1,5306
20220601,0120CZE155,1,5612
20220601,0120CZE160,1,6989
20220601,0120CZE170,1,6439
20220601,0120CZE180,1,8874
20220601,0120CZE190,1,9700
20220601,0120CZE200,1,12153
20220601,0120CZE210,1,15666
20220601,0120CZE220,1,16806
20220601,0120CZE230,1,18952
20220601,0120CZS090,1,9889
20220601,0120CZS100,1,12279
20220601,0120CZS110,1,9390
20220601,0120CZS120,1,8174
20220601,0120CZS125,1,6532
20220601,0120CZS130,1,6656
20220601,0120CZS140,1,5987
20220601,0120CZS150,1,5185
20220601,0120CZS155,1,5515
20220601,0120CZS160,1,7009
20220601,0120CZS170,1,6405
20220601,0120CZS180,1,8838
20220601,0120CZS190,1,10131
20220601,0120CZS200,1,11963
20220601,0120CZS210,1,15824
20220601,0120CZS220,1,17625
20220601,0120CZS230,1,18957
20220601,0121CZE010,1,1365
20220601,0121CZE020,1,4787
20220601,0121CZE030,1,15031
20220601,0121CZE040,1,18577
20220601,0121CZE050,1,18765
20220601,0121CZE060,1,19936
20220601,0121CZE070,1,22179
20220601,0121CZE080,1,20790
20220601,0121CZS010,1,1156
20220601,0121CZS020,1,5031
20220601,0121CZS030,1,16128
20220601,0121CZS040,1,18771
20220601,0121CZS050,1,18712
20220601,0121CZS060,1,19568
20220601,0121CZS070,1,23435
20220601,0121CZS080,1,22037
20220601,0140CZE010,1,7727
20220601,0140CZE020,1,11380
20220601,0140CZE030,1,7003
20220601,0140CZE040,1,6242
20220601,0140CZE050,1,6924
20220601,0140CZE060,1,5495
20220601,0140CZS010,1,8089
20220601,0140CZS020,1,11075
20220601,0140CZS030,1,7072
20220601,0140CZS040,1,6620
20220601,0140CZS050,1,7494
20220601,0140CZS060,1,6182
20220601,0141CZE200,1,3896
20220601,0141CZE210,1,5049
20220601,0141CZE220,1,6830
20220601,0141CZS200,1,3864
20220601,0141CZS210,1,5017
20220601,0141CZS220,1,6517
20220601,0150CZE010,1,14332
20220601,0150CZE020,1,-1
20220601,0150CZE030,1,16384
20220601,0150CZE040,1,17117
20220601,0150CZE050,1,6783
20220601,0150CZE055,1,6044
20220601,0150CZE060,1,6174
20220601,0150CZE070,1,7703
20220601,0150CZE080,1,9668
20220601,0150CZE090,1,11800
20220601,0150CZE100,1,12901
20220601,0150CZE110,1,12439
20220601,0150CZE120,1,11826
20220601,0150CZE130,1,11372
20220601,0150CZE140,1,10098
20220601,0150CZE150,1,13774
20220601,0150CZE160,1,10105
20220601,0150CZE170,1,12666
20220601,0150CZE180,1,12150
20220601,0150CZE190,1,11082
20220601,0150CZE200,1,13344
20220601,0150CZE210,1,13942
20220601,0150CZE220,1,13816
20220601,0150CZE230,1,15575
20220601,0150CZE240,1,27196
20220601,0150CZE250,1,28462
20220601,0150CZE260,1,32665
20220601,0150CZE270,1,42496
20220601,0150CZE280,1,49836
20220601,0150CZE290,1,38573
20220601,0150CZE300,1,45512
20220601,0150CZE305,1,41594
20220601,0150CZE310,1,52386
20220601,0150CZE315,1,48636
20220601,0150CZE320,1,47914
20220601,0150CZE340,1,-1
20220601,0150CZE350,1,-1
20220601,0150CZE360,1,58767
20220601,0150CZE370,1,47157
20220601,0150CZE380,1,55787
20220601,0150CZS010,1,10499
20220601,0150CZS020,1,-1
20220601,0150CZS030,1,16993
20220601,0150CZS040,1,17903
20220601,0150CZS050,1,7201
20220601,0150CZS055,1,7160
20220601,0150CZS060,1,6915
20220601,0150CZS070,1,7797
20220601,0150CZS080,1,13306
20220601,0150CZS090,1,14549
20220601,0150CZS100,1,10934
20220601,0150CZS110,1,13539
20220601,0150CZS120,1,13010
20220601,0150CZS130,1,12715
20220601,0150CZS140,1,12202
20220601,0150CZS150,1,15960
20220601,0150CZS160,1,10129
20220601,0150CZS170,1,13179
20220601,0150CZS180,1,11263
20220601,0150CZS190,1,12347
20220601,0150CZS200,1,13900
20220601,0150CZS210,1,15262
20220601,0150CZS220,1,15741
20220601,0150CZS230,1,16709
20220601,0150CZS240,1,22686
20220601,0150CZS250,1,28400
20220601,0150CZS260,1,34931
20220601,0150CZS270,1,42731
20220601,0150CZS280,1,50514
20220601,0150CZS290,1,39149
20220601,0150CZS300,1,49938
20220601,0150CZS305,1,43875
20220601,0150CZS310,1,52288
20220601,0150CZS315,1,47714
20220601,0150CZS320,1,43609
20220601,0150CZS340,1,-1
20220601,0150CZS350,1,37423
20220601,0150CZS360,1,60346
20220601,0150CZS370,1,45817
20220601,0150CZS380,1,56004
20220601,0153CZE010,1,19145
20220601,0153CZE020,1,21575
20220601,0153CZE025,1,23778
20220601,0153CZE030,1,26878
20220601,0153CZE040,1,20571
20220601,0153CZS010,1,17820
20220601,0153CZS020,1,20053
20220601,0153CZS025,1,24403
20220601,0153CZS030,1,25581
20220601,0153CZS040,1,19810
20220601,0160CZE010,1,16548
20220601,0160CZS010,1,15929
20220601,0170CZE010,1,26052
20220601,0170CZE020,1,28538
20220601,0170CZE030,1,31557
20220601,0170CZE040,1,31256
20220601,0170CZE050,1,29129
20220601,0170CZE060,1,28710
20220601,0170CZE070,1,38690
20220601,0170CZE075,1,30146
20220601,0170CZE080,1,20339
20220601,0170CZE110,1,18193
20220601,0170CZE120,1,27745
20220601,0170CZE130,1,33183
20220601,0170CZE140,1,34136
20220601,0170CZE150,1,21018
20220601,0170CZE160,1,20306
20220601,0170CZS010,1,24079
20220601,0170CZS020,1,27106
20220601,0170CZS030,1,33025
20220601,0170CZS040,1,31648
20220601,0170CZS050,1,30776
20220601,0170CZS060,1,26412
20220601,0170CZS070,1,28202
20220601,0170CZS075,1,28547
20220601,0170CZS080,1,20005
20220601,0170CZS110,1,15939
20220601,0170CZS120,1,24935
20220601,0170CZS130,1,30570
20220601,0170CZS140,1,30229
20220601,0170CZS150,1,18727
20220601,0170CZS160,1,17785
20220601,0171CZE010,1,17308
20220601,0171CZS010,1,16984
20220601,0172CZE010,1,2883
20220601,0172CZE020,1,21104
20220601,0172CZE030,1,24267
20220601,0172CZE040,1,27357
20220601,0172CZE050,1,35303
20220601,0172CZE060,1,24353
20220601,0172CZE070,1,9549
20220601,0172CZE080,1,9091
20220601,0172CZE090,1,6297
20220601,0172CZS010,1,1505
20220601,0172CZS020,1,17703
20220601,0172CZS030,1,24383
20220601,0172CZS040,1,30596
20220601,0172CZS050,1,35717
20220601,0172CZS060,1,24414
20220601,0172CZS070,1,12029
20220601,0172CZS080,1,9331
20220601,0172CZS090,1,6138
20220601,0173CZE010,1,19943
20220601,0173CZS010,1,18680
20220601,0200CZE060,1,20365
20220601,0200CZE070,1,16149
20220601,0200CZE075,1,18158
20220601,0200CZE080,1,16274
20220601,0200CZE085,1,16407
20220601,0200CZE090,1,16815
20220601,0200CZS060,1,19985
20220601,0200CZS070,1,16947
20220601,0200CZS075,1,18301
20220601,0200CZS080,1,17935
20220601,0200CZS085,1,16830
20220601,0200CZS090,1,17708
20220601,0201CZE010,1,16688
20220601,0201CZE020,1,-1
20220601,0201CZE025,1,3243
20220601,0201CZE030,1,6348
20220601,0201CZE040,1,6742
20220601,0201CZE050,1,5810
20220601,0201CZS010,1,15530
20220601,0201CZS020,1,-1
20220601,0201CZS025,1,5493
20220601,0201CZS030,1,6220
20220601,0201CZS040,1,6657
20220601,0201CZS050,1,5834
20220601,0251CZE010,1,15002
20220601,0251CZE020,1,13567
20220601,0251CZE030,1,12655
20220601,0251CZE040,1,13967
20220601,0251CZE050,1,-1
20220601,0251CZE060,1,20324
20220601,0251CZE070,1,-1
20220601,0251CZE080,1,-1
20220601,0251CZE090,1,24577
20220601,0251CZE100,1,24777
20220601,0251CZE110,1,12630
20220601,0251CZE120,1,-1
20220601,0251CZE130,1,33498
20220601,0251CZE140,1,49569
20220601,0251CZE150,1,-1
20220601,0251CZE160,1,16456
20220601,0251CZE170,1,19156
20220601,0251CZE175,1,20241
20220601,0251CZE180,1,20564
20220601,0251CZE190,1,-1
20220601,0251CZE200,1,15410
20220601,0251CZE210,1,14443
20220601,0251CZE220,1,15022
20220601,0251CZE230,1,13286
20220601,0251CZE240,1,16470
20220601,0251CZE250,1,10864
20220601,0251CZE260,1,16792
20220601,0251CZE270,1,16391
20220601,0251CZE280,1,19852
20220601,0251CZE290,1,13902
20220601,0251CZE300,1,31279
20220601,0251CZE310,1,31908
20220601,0251CZS010,1,14390
20220601,0251CZS020,1,13690
20220601,0251CZS030,1,12646
20220601,0251CZS040,1,13865
20220601,0251CZS050,1,-1
20220601,0251CZS060,1,20660
20220601,0251CZS070,1,-1
20220601,0251CZS080,1,-1
20220601,0251CZS090,1,25400
20220601,0251CZS100,1,25440
20220601,0251CZS110,1,13716
20220601,0251CZS120,1,-1
20220601,0251CZS130,1,40405
20220601,0251CZS140,1,32936
20220601,0251CZS150,1,-1
20220601,0251CZS160,1,16881
20220601,0251CZS170,1,20334
20220601,0251CZS175,1,20758
20220601,0251CZS180,1,21497
20220601,0251CZS190,1,-1
20220601,0251CZS200,1,15966
20220601,0251CZS210,1,15698
20220601,0251CZS220,1,15918
20220601,0251CZS230,1,14833
20220601,0251CZS240,1,17362
20220601,0251CZS250,1,13640
20220601,0251CZS260,1,17554
20220601,0251CZS270,1,15991
20220601,0251CZS280,1,18509
20220601,0251CZS290,1,21275
20220601,0251CZS300,1,33528
20220601,0251CZS310,1,34060
20220601,0252CZE010,1,16647
20220601,0252CZE020,1,18323
20220601,0252CZE030,1,18381
20220601,0252CZE040,1,18875
20220601,0252CZE050,1,19458
20220601,0252CZE060,1,18906
20220601,0252CZE070,1,28161
20220601,0252CZE080,1,33223
20220601,0252CZE090,1,31005
20220601,0252CZS010,1,18223
20220601,0252CZS020,1,19784
20220601,0252CZS030,1,19792
20220601,0252CZS040,1,18900
20220601,0252CZS050,1,20770
20220601,0252CZS060,1,25550
20220601,0252CZS070,1,26927
20220601,0252CZS080,1,31124
20220601,0252CZS090,1,30382
20220601,0270CZE020,1,8398
20220601,0270CZE030,1,11603
20220601,0270CZE040,1,9389
20220601,0270CZE050,1,10882
20220601,0270CZE060,1,12551
20220601,0270CZE070,1,11125
20220601,0270CZE080,1,10845
20220601,0270CZE090,1,13400
20220601,0270CZE100,1,13124
20220601,0270CZE110,1,11417
20220601,0270CZE120,1,9010
20220601,0270CZS020,1,9109
20220601,0270CZS030,1,12079
20220601,0270CZS040,1,10403
20220601,0270CZS050,1,11869
20220601,0270CZS060,1,14129
20220601,0270CZS070,1,12706
20220601,0270CZS080,1,12293
20220601,0270CZS090,1,15123
20220601,0270CZS100,1,14736
20220601,0270CZS110,1,12210
20220601,0270CZS120,1,12623
20220601,0290CZE010,1,20876
20220601,0290CZE020,1,26534
20220601,0290CZE030,1,28701
20220601,0290CZE040,1,31157
20220601,0290CZE050,1,26886
20220601,0290CZE060,1,-1
20220601,0290CZE070,1,26118
20220601,0290CZE080,1,21104
20220601,0290CZE090,1,15024
20220601,0290CZS010,1,22099
20220601,0290CZS020,1,29512
20220601,0290CZS030,1,28474
20220601,0290CZS040,1,29018
20220601,0290CZS050,1,30243
20220601,0290CZS060,1,27168
20220601,0290CZS070,1,23559
20220601,0290CZS080,1,20405
20220601,0290CZS090,1,15862
20220601,0300CZE130,1,16021
20220601,0300CZE140,1,18814
20220601,0300CZE150,1,16669
20220601,0300CZE160,1,15411
20220601,0300CZE170,1,15225
20220601,0300CZE180,1,13833
20220601,0300CZE190,1,15068
20220601,0300CZE210,1,3652
20220601,0300CZE220,1,4975
20220601,0300CZE230,1,4303
20220601,0300CZE240,1,5330
20220601,0300CZE250,1,4851
20220601,0300CZE260,1,6924
20220601,0300CZE270,1,5197
20220601,0300CZE280,1,5038
20220601,0300CZE290,1,4834
20220601,0300CZS130,1,13331
20220601,0300CZS140,1,17877
20220601,0300CZS150,1,16450
20220601,0300CZS160,1,15977
20220601,0300CZS170,1,14705
20220601,0300CZS175,1,15097
20220601,0300CZS180,1,14418
20220601,0300CZS190,1,14308
20220601,0300CZS210,1,3392
20220601,0300CZS220,1,4577
20220601,0300CZS230,1,4140
20220601,0300CZS240,1,5135
20220601,0300CZS250,1,4764
20220601,0300CZS260,1,6436
20220601,0300CZS270,1,5014
20220601,0300CZS280,1,4842
20220601,0300CZS290,1,4631
20220601,0301CZE010,1,9364
20220601,0301CZE020,1,9013
20220601,0301CZE030,1,8395
20220601,0301CZE040,1,10559
20220601,0301CZE050,1,11452
20220601,0301CZE060,1,12205
20220601,0301CZE070,1,10265
20220601,0301CZE080,1,21270
20220601,0301CZE090,1,16164
20220601,0301CZE100,1,18040
20220601,0301CZE110,1,15671
20220601,0301CZE120,1,21130
20220601,0301CZS010,1,6077
20220601,0301CZS020,1,8674
20220601,0301CZS030,1,8638
20220601,0301CZS040,1,10371
20220601,0301CZS050,1,11049
20220601,0301CZS060,1,11804
20220601,0301CZS070,1,9532
20220601,0301CZS080,1,17588
20220601,0301CZS090,1,15513
20220601,0301CZS100,1,18187
20220601,0301CZS110,1,15956
20220601,0301CZS120,1,21061
20220601,0320CZE010,1,3917
20220601,0320CZE020,1,2458
20220601,0320CZS010,1,3483
20220601,0320CZS020,1,2225
20220601,0351CZE010,1,11228
20220601,0351CZE020,1,14599
20220601,0351CZE030,1,14367
20220601,0351CZE040,1,8981
20220601,0351CZE050,1,8800
20220601,0351CZE060,1,14368
20220601,0351CZE070,1,12400
20220601,0351CZE080,1,11299
20220601,0351CZE090,1,11902
20220601,0351CZE100,1,13050
20220601,0351CZE110,1,11546
20220601,0351CZE120,1,11428
20220601,0351CZE130,1,11975
20220601,0351CZE140,1,7476
20220601,0351CZE150,1,7542
20220601,0351CZE160,1,9555
20220601,0351CZE170,1,12828
20220601,0351CZE180,1,15654
20220601,0351CZE190,1,11210
20220601,0351CZE200,1,21290
20220601,0351CZE210,1,22739
20220601,0351CZS010,1,11670
20220601,0351CZS020,1,14340
20220601,0351CZS030,1,14695
20220601,0351CZS040,1,9981
20220601,0351CZS050,1,9716
20220601,0351CZS060,1,15078
20220601,0351CZS070,1,13223
20220601,0351CZS080,1,12419
20220601,0351CZS090,1,13281
20220601,0351CZS100,1,13082
20220601,0351CZS110,1,12757
20220601,0351CZS120,1,12302
20220601,0351CZS130,1,13162
20220601,0351CZS140,1,8904
20220601,0351CZS150,1,8413
20220601,0351CZS160,1,11090
20220601,0351CZS170,1,14307
20220601,0351CZS180,1,17557
20220601,0351CZS190,1,12690
20220601,0351CZS200,1,23010
20220601,0351CZS210,1,24047
20220601,0352CZE280,1,25933
20220601,0352CZE290,1,27271
20220601,0352CZE300,1,27017
20220601,0352CZE305,1,29678
20220601,0352CZE310,1,28994
20220601,0352CZE320,1,26296
20220601,0352CZE330,1,21153
20220601,0352CZE340,1,19748
20220601,0352CZE345,1,21152
20220601,0352CZE350,1,26140
20220601,0352CZE355,1,31484
20220601,0352CZE360,1,37266
20220601,0352CZE370,1,19329
20220601,0352CZE380,1,17910
20220601,0352CZE383,1,23028
20220601,0352CZE385,1,18271
20220601,0352CZE390,1,23232
20220601,0352CZE400,1,30789
20220601,0352CZE410,1,45434
20220601,0352CZE420,1,55377
20220601,0352CZE430,1,63479
20220601,0352CZS280,1,26762
20220601,0352CZS290,1,26879
20220601,0352CZS300,1,26336
20220601,0352CZS305,1,30120
20220601,0352CZS310,1,29018
20220601,0352CZS320,1,24610
20220601,0352CZS330,1,21747
20220601,0352CZS340,1,20161
20220601,0352CZS345,1,21773
20220601,0352CZS350,1,23075
20220601,0352CZS355,1,30302
20220601,0352CZS360,1,33099
20220601,0352CZS370,1,13622
20220601,0352CZS380,1,20481
20220601,0352CZS385,1,16935
20220601,0352CZS390,1,23038
20220601,0352CZS400,1,31832
20220601,0352CZS410,1,48320
20220601,0352CZS420,1,59327
20220601,0352CZS430,1,67106
20220601,0370CZE010,1,19819
20220601,0370CZE020,1,-1
20220601,0370CZE023,1,18892
20220601,0370CZE025,1,20486
20220601,0370CZE030,1,28795
20220601,0370CZE040,1,28662
20220601,0370CZE050,1,29133
20220601,0370CZS010,1,22215
20220601,0370CZS020,1,22344
20220601,0370CZS025,1,21039
20220601,0370CZS030,1,28699
20220601,0370CZS040,1,30709
20220601,0370CZS050,1,31412
20220601,0400CZE010,1,33090
20220601,0400CZE020,1,36988
20220601,0400CZE030,1,25772
20220601,0400CZE035,1,22848
20220601,0400CZE040,1,11253
20220601,0400CZE050,1,-1
20220601,0400CZE060,1,25236
20220601,0400CZE070,1,21581
20220601,0400CZE080,1,16187
20220601,0400CZE090,1,17261
20220601,0400CZE095,1,16332
20220601,0400CZE100,1,14790
20220601,0400CZE110,1,10993
20220601,0400CZE120,1,8393
20220601,0400CZE130,1,12503
20220601,0400CZE140,1,9883
20220601,0400CZS010,1,35786
20220601,0400CZS020,1,36301
20220601,0400CZS030,1,24857
20220601,0400CZS035,1,22590
20220601,0400CZS040,1,11918
20220601,0400CZS050,1,-1
20220601,0400CZS060,1,26760
20220601,0400CZS070,1,23131
20220601,0400CZS080,1,16032
20220601,0400CZS090,1,19877
20220601,0400CZS095,1,16188
20220601,0400CZS100,1,14591
20220601,0400CZS110,1,12410
20220601,0400CZS120,1,11235
20220601,0400CZS130,1,12573
20220601,0400CZS140,1,9612
20220601,0450CZE010,1,9593
20220601,0450CZE020,1,18625
20220601,0450CZE030,1,20521
20220601,0450CZE040,1,19195
20220601,0450CZE050,1,19199
20220601,0450CZE060,1,17904
20220601,0450CZE070,1,12282
20220601,0450CZE080,1,12126
20220601,0450CZE090,1,10566
20220601,0450CZE100,1,10508
20220601,0450CZE110,1,10175
20220601,0450CZE120,1,18598
20220601,0450CZE130,1,19531
20220601,0450CZE140,1,19775
20220601,0450CZE150,1,16580
20220601,0450CZE160,1,17975
20220601,0450CZE170,1,18787
20220601,0450CZE180,1,18768
20220601,0450CZE190,1,18420
20220601,0450CZE200,1,17996
20220601,0450CZE210,1,20104
20220601,0450CZE215,1,19781
20220601,0450CZE220,1,22572
20220601,0450CZE225,1,23682
20220601,0450CZE230,1,26136
20220601,0450CZE240,1,2945
20220601,0450CZE245,1,4826
20220601,0450CZE250,1,4984
20220601,0450CZE260,1,3935
20220601,0450CZE270,1,2488
20220601,0450CZS010,1,9263
20220601,0450CZS020,1,19644
20220601,0450CZS030,1,20314
20220601,0450CZS040,1,18628
20220601,0450CZS050,1,18537
20220601,0450CZS060,1,18632
20220601,0450CZS070,1,11863
20220601,0450CZS080,1,11621
20220601,0450CZS090,1,10189
20220601,0450CZS100,1,10014
20220601,0450CZS110,1,10060
20220601,0450CZS120,1,18375
20220601,0450CZS130,1,18732
20220601,0450CZS140,1,21008
20220601,0450CZS150,1,18277
20220601,0450CZS160,1,16836
20220601,0450CZS170,1,19128
20220601,0450CZS180,1,19805
20220601,0450CZS190,1,19837
20220601,0450CZS200,1,19359
20220601,0450CZS210,1,21379
20220601,0450CZS215,1,21670
20220601,0450CZS220,1,23677
20220601,0450CZS225,1,25460
20220601,0450CZS230,1,29565
20220601,0450CZS240,1,2901
20220601,0450CZS245,1,4993
20220601,0450CZS250,1,5323
20220601,0450CZS260,1,4256
20220601,0450CZS270,1,2897
20220601,0500CZE010,1,60543
20220601,0500CZE020,1,42709
20220601,0500CZE025,1,43508
20220601,0500CZE030,1,42441
20220601,0500CZE040,1,55437
