집계일자,집계시,영업소코드,입출구구분코드,TCS하이패스구분코드,고속도로운영기관구분코드,영업형태구분코드,1종교통량,2종교통량,3종교통량,4종교통량,5종교통량,6종교통량,총교통량
20120603,0,173,0,2,0,0,77,1,0,0,0,3,81
20120603,0,173,1,1,0,0,59,3,4,4,5,3,78
20120603,0,173,1,2,0,0,58,1,0,0,0,2,61
20120603,0,174,0,1,0,0,77,2,1,1,0,0,81
20120603,0,174,0,2,0,0,77,1,0,0,0,4,82
20120603,0,174,1,1,0,0,93,1,0,0,0,9,103
20120603,0,174,1,2,0,0,97,1,0,0,0,8,106
20120603,0,175,0,1,0,0,12,0,1,0,1,0,14
20120603,0,175,0,2,0,0,23,0,0,0,0,1,24
20120603,0,175,1,1,0,0,20,7,0,0,0,3,30
20120603,0,175,1,2,0,0,31,2,0,0,0,1,34
20120603,0,176,0,1,0,0,34,2,4,0,1,1,42
20120603,0,176,0,2,0,0,56,6,0,0,0,3,65
20120603,0,176,1,1,0,0,76,1,1,1,1,7,87
20120603,0,176,1,2,0,0,86,9,0,0,0,4,99
20120603,0,177,0,1,0,0,29,1,2,4,0,1,37
20120603,0,177,0,2,0,0,30,1,1,0,0,2,34
20120603,0,177,1,1,0,0,35,0,0,9,0,4,48
20120603,0,177,1,2,0,0,48,1,0,0,0,1,50
20120603,0,178,0,1,0,0,33,0,0,0,0,0,33
20120603,0,178,0,2,0,0,31,2,0,0,0,1,34
20120603,0,178,1,1,0,0,42,0,2,0,1,6,51
20120603,0,178,1,2,0,0,41,0,2,0,0,1,44
20120603,0,179,0,1,0,0,19,0,1,1,0,1,22
20120603,0,179,0,2,0,0,38,0,0,0,0,1,39
20120603,0,179,1,1,0,0,34,0,0,0,0,7,41
20120603,0,179,1,2,0,0,30,0,2,0,0,1,33
20120603,0,180,0,1,0,0,19,1,1,0,0,2,23
20120603,0,180,0,2,0,0,14,2,0,0,0,0,16
20120603,0,180,1,1,0,0,36,0,0,0,0,2,38
20120603,0,180,1,2,0,0,39,0,1,0,0,0,40
20120603,0,181,0,1,0,0,11,3,3,0,0,1,18
20120603,0,181,0,2,0,0,13,1,0,0,0,2,16
20120603,0,181,1,1,0,0,24,0,0,0,0,2,26
20120603,0,181,1,2,0,0,16,0,0,0,0,1,17
20120603,0,182,0,1,0,0,14,0,0,0,0,0,14
20120603,0,182,0,2,0,0,13,0,0,0,0,1,14
20120603,0,182,1,1,0,0,8,0,0,0,0,0,8
20120603,0,182,1,2,0,0,13,0,0,0,0,0,13
20120603,0,183,0,1,0,0,3,0,0,0,0,0,3
20120603,0,183,0,2,0,0,5,0,0,0,0,0,5
20120603,0,183,1,1,0,0,7,0,0,0,0,0,7
20120603,0,183,1,2,0,0,10,0,0,0,0,0,10
20120603,0,184,0,1,0,0,17,0,0,0,0,2,19
20120603,0,184,0,2,0,0,10,0,1,0,0,0,11
20120603,0,184,1,1,0,0,22,0,0,0,0,2,24
20120603,0,184,1,2,0,0,19,0,0,0,0,0,19
20120603,0,185,0,1,0,0,13,2,0,0,0,1,16
20120603,0,185,0,2,0,0,9,0,0,0,0,0,9
20120603,0,185,1,1,0,0,12,0,0,1,2,1,16
20120603,0,185,1,2,0,0,14,1,0,0,0,0,15
20120603,0,186,0,1,0,0,3,0,0,0,0,0,3
20120603,0,186,0,2,0,0,1,1,0,0,0,0,2
20120603,0,186,1,1,0,0,3,0,0,0,0,0,3
20120603,0,186,1,2,0,0,3,0,0,0,0,0,3
20120603,0,187,0,1,0,0,8,0,0,0,0,0,8
20120603,0,187,0,2,0,0,11,0,0,0,0,0,11
20120603,0,187,1,1,0,0,18,1,0,0,0,2,21
20120603,0,187,1,2,0,0,14,1,0,0,0,0,15
20120603,0,189,0,1,0,0,47,1,1,1,0,1,51
20120603,0,189,0,2,0,0,47,0,3,0,0,4,54
20120603,0,189,1,1,0,0,119,0,2,3,1,14,139
20120603,0,189,1,2,0,0,87,0,8,0,0,2,97
20120603,0,190,0,1,0,0,322,6,4,13,2,7,354
20120603,0,190,0,2,0,0,313,7,11,0,0,15,346
20120603,0,190,1,1,0,0,405,6,4,21,3,25,464
20120603,0,190,1,2,0,0,469,9,12,0,0,14,504
20120603,0,191,0,1,0,0,46,1,0,3,0,2,52
20120603,0,191,0,2,0,0,69,2,2,0,0,3,76
20120603,0,191,1,1,0,0,90,0,1,3,0,6,100
20120603,0,191,1,2,0,0,130,2,6,0,0,5,143
20120603,0,192,0,1,0,0,51,2,2,1,0,2,58
20120603,0,192,0,2,0,0,71,2,0,0,0,4,77
20120603,0,192,1,1,0,0,77,1,0,5,0,13,96
20120603,0,192,1,2,0,0,73,1,0,0,0,6,80
20120603,0,193,0,1,0,0,36,2,1,2,0,3,44
20120603,0,193,0,2,0,0,33,2,0,0,0,0,35
20120603,0,193,1,1,0,0,37,0,1,3,2,3,46
20120603,0,193,1,2,0,0,31,3,0,0,0,3,37
20120603,0,194,0,1,0,0,20,5,2,4,0,2,33
20120603,0,194,0,2,0,0,34,1,0,0,0,0,35
20120603,0,194,1,1,0,0,37,2,1,3,3,3,49
20120603,0,194,1,2,0,0,35,3,0,0,0,4,42
20120603,0,195,0,1,0,0,31,1,2,5,0,0,39
20120603,0,195,0,2,0,0,40,2,1,0,0,0,43
20120603,0,195,1,1,0,0,46,3,4,4,0,1,58
20120603,0,195,1,2,0,0,53,1,0,0,0,1,55
20120603,0,196,0,1,0,0,15,1,0,4,0,0,20
20120603,0,196,0,2,0,0,28,0,1,0,0,1,30
20120603,0,196,1,1,0,0,10,0,0,0,1,1,12
20120603,0,196,1,2,0,0,21,1,0,0,0,0,22
20120603,0,197,0,1,0,0,43,2,1,3,0,1,50
20120603,0,197,0,2,0,0,37,1,0,0,0,1,39
20120603,0,197,1,1,0,0,47,0,0,0,0,4,51
20120603,0,197,1,2,0,0,42,1,1,0,0,4,48
20120603,0,198,0,1,0,0,53,1,1,3,0,6,64
20120603,0,198,0,2,0,0,80,2,1,0,0,5,88
20120603,0,198,1,1,0,0,77,0,1,5,2,4,89
20120603,0,198,1,2,0,0,92,0,2,0,0,4,98
20120603,0,199,0,1,0,0,28,1,5,0,0,0,34
20120603,0,199,0,2,0,0,42,0,0,0,0,2,44
20120603,0,199,1,1,0,0,60,1,2,0,1,2,66
20120603,0,199,1,2,0,0,71,0,2,0,0,3,76
20120603,0,200,0,1,0,0,21,1,0,2,0,0,24
20120603,0,200,0,2,0,0,15,0,0,0,0,0,15
20120603,0,200,1,1,0,0,14,0,0,1,0,1,16
20120603,0,200,1,2,0,0,5,0,0,0,0,0,5
20120603,0,201,0,1,0,0,62,1,1,3,1,3,71
20120603,0,201,0,2,0,0,78,2,1,0,0,1,82
20120603,0,201,1,1,0,0,72,0,1,4,0,8,85
20120603,0,201,1,2,0,0,83,1,1,0,0,3,88
