20200929,00,011 ,0,1,00,1,225,8,1,4,4,30,272,
20200929,00,011 ,0,2,00,1,768,25,8,14,31,36,882,
20200929,00,011 ,1,1,00,1,323,1,4,8,4,16,356,
20200929,00,011 ,1,2,00,1,1004,28,14,29,28,58,1161,
20200929,00,012 ,0,1,00,1,4,0,0,0,0,0,4,
20200929,00,012 ,0,2,00,1,10,0,0,1,0,0,11,
20200929,00,012 ,1,2,00,1,4,0,0,0,0,0,4,
20200929,00,013 ,0,1,00,1,2,0,0,0,1,0,3,
20200929,00,013 ,0,2,00,1,5,0,0,0,0,1,6,
20200929,00,013 ,1,1,00,1,2,0,0,0,0,0,2,
20200929,00,013 ,1,2,00,1,17,0,0,2,1,2,22,
20200929,00,025 ,0,1,08,1,20,0,0,0,0,0,20,
20200929,00,025 ,0,2,08,1,24,0,0,0,0,1,25,
20200929,00,025 ,1,1,08,1,20,0,0,0,1,0,21,
20200929,00,025 ,1,2,08,1,11,0,1,0,0,0,12,
20200929,00,029 ,0,1,00,1,31,1,3,11,5,3,54,
20200929,00,029 ,0,2,00,1,99,0,2,2,75,7,185,
20200929,00,029 ,1,1,00,1,23,1,2,11,3,2,42,
20200929,00,029 ,1,2,00,1,131,4,3,1,53,14,206,
20200929,00,053 ,0,1,00,1,81,2,2,3,0,13,101,
20200929,00,053 ,0,2,00,1,265,7,7,8,12,17,316,
20200929,00,053 ,1,1,00,1,96,1,0,0,1,12,110,
20200929,00,053 ,1,2,00,1,387,9,13,7,8,29,453,
20200929,00,056 ,0,1,00,1,1,0,0,0,0,0,1,
20200929,00,056 ,0,2,00,1,6,0,0,0,0,0,6,
20200929,00,056 ,1,1,00,1,1,0,0,0,0,0,1,
20200929,00,056 ,1,2,00,1,3,0,0,0,0,0,3,
20200929,00,061 ,0,1,00,1,140,5,7,8,2,11,173,
20200929,00,061 ,0,2,00,1,855,55,35,73,33,35,1086,
20200929,00,061 ,1,1,00,1,82,7,6,9,0,13,117,
20200929,00,061 ,1,2,00,1,785,77,28,69,50,35,1044,
20200929,00,062 ,0,1,00,1,197,11,6,10,0,18,242,
20200929,00,062 ,0,2,00,1,855,58,28,64,47,37,1089,
20200929,00,062 ,1,1,00,1,216,5,9,24,3,24,281,
20200929,00,062 ,1,2,00,1,1029,49,36,70,41,55,1280,
20200929,00,063 ,0,1,00,1,20,0,2,0,0,2,24,
20200929,00,063 ,0,2,00,1,78,6,5,2,1,9,101,
20200929,00,063 ,1,1,00,1,19,0,0,0,0,0,19,
20200929,00,063 ,1,2,00,1,64,3,2,6,6,5,86,
20200929,00,064 ,0,1,00,1,116,3,3,3,1,7,133,
20200929,00,064 ,0,2,00,1,621,33,18,29,37,24,762,
20200929,00,064 ,1,1,00,1,121,4,3,4,1,12,145,
20200929,00,064 ,1,2,00,1,714,37,9,20,29,29,838,
20200929,00,065 ,0,1,00,1,179,1,1,0,0,7,188,
20200929,00,065 ,0,2,00,1,591,6,6,4,0,23,630,
20200929,00,065 ,1,1,00,1,216,1,1,0,0,4,222,
20200929,00,065 ,1,2,00,1,753,6,32,3,0,25,819,
20200929,00,066 ,0,1,00,1,18,0,0,1,0,1,20,
20200929,00,066 ,0,2,00,1,133,6,3,3,1,12,158,
20200929,00,066 ,1,1,00,1,25,0,3,1,0,3,32,
20200929,00,066 ,1,2,00,1,136,7,0,2,1,10,156,
20200929,00,067 ,0,1,00,1,146,3,3,3,1,9,165,
20200929,00,067 ,0,2,00,1,696,25,28,32,30,28,839,
20200929,00,067 ,1,1,00,1,201,5,5,15,5,16,247,
20200929,00,067 ,1,2,00,1,859,27,17,51,37,53,1044,
20200929,00,068 ,0,1,00,1,194,4,5,6,3,19,231,
20200929,00,068 ,0,2,00,1,985,30,20,22,32,55,1144,
20200929,00,068 ,1,1,00,1,193,6,4,11,5,24,243,
20200929,00,068 ,1,2,00,1,922,26,11,26,34,48,1067,
20200929,00,074 ,0,1,10,1,18,0,1,0,0,4,23,
20200929,00,074 ,0,2,10,1,44,1,1,0,1,2,49,
20200929,00,074 ,1,1,10,1,16,0,0,0,3,2,21,
20200929,00,074 ,1,2,10,1,93,0,1,2,2,6,104,
20200929,00,091 ,0,1,00,1,1,2,0,1,0,0,4,
20200929,00,091 ,0,2,00,1,9,2,0,0,1,0,12,
20200929,00,091 ,1,1,00,1,1,0,0,0,0,0,1,
20200929,00,091 ,1,2,00,1,15,1,0,0,0,0,16,
20200929,00,092 ,0,1,00,1,7,0,1,2,0,0,10,
20200929,00,092 ,0,2,00,1,22,2,1,3,1,0,29,
20200929,00,092 ,1,1,00,1,3,0,0,0,0,1,4,
20200929,00,092 ,1,2,00,1,19,1,1,0,1,1,23,
20200929,00,101 ,0,1,00,0,297,7,7,26,5,4,346,
20200929,00,101 ,0,2,00,0,1301,105,120,121,57,63,1767,
20200929,00,101 ,1,1,00,0,283,24,12,20,2,23,364,
20200929,00,101 ,1,2,00,0,1234,135,75,104,53,51,1652,
20200929,00,102 ,0,1,00,0,56,1,0,1,0,1,59,
20200929,00,102 ,0,2,00,0,335,12,7,2,1,23,380,
20200929,00,102 ,1,1,00,0,63,6,6,0,0,10,85,
20200929,00,102 ,1,2,00,0,358,6,11,2,4,17,398,
20200929,00,103 ,0,1,00,0,67,2,6,5,0,1,81,
20200929,00,103 ,0,2,00,0,419,71,12,34,9,18,563,
20200929,00,103 ,1,1,00,0,99,5,4,11,0,16,135,
20200929,00,103 ,1,2,00,0,660,60,50,54,25,42,891,
20200929,00,104 ,0,1,00,0,1,0,0,0,0,0,1,
20200929,00,104 ,0,2,00,0,5,0,1,1,1,0,8,
20200929,00,104 ,1,1,00,0,1,0,0,0,0,1,2,
20200929,00,104 ,1,2,00,0,3,0,0,0,3,0,6,
20200929,00,105 ,0,1,00,0,16,0,0,0,0,0,16,
20200929,00,105 ,0,2,00,0,147,3,3,2,1,5,161,
20200929,00,105 ,1,1,00,0,31,0,0,1,0,3,35,
20200929,00,105 ,1,2,00,0,251,5,10,6,2,7,281,
20200929,00,106 ,0,1,00,0,33,1,4,17,1,0,56,
20200929,00,106 ,0,2,00,0,208,53,21,50,9,10,351,
20200929,00,106 ,1,1,00,0,42,3,3,16,0,3,67,
20200929,00,106 ,1,2,00,0,279,54,17,34,11,18,413,
20200929,00,107 ,0,1,00,0,49,1,2,2,0,2,56,
20200929,00,107 ,0,2,00,0,146,5,7,7,2,10,177,
20200929,00,107 ,1,1,00,0,45,1,0,4,1,7,58,
20200929,00,107 ,1,2,00,0,221,7,4,12,4,22,270,
20200929,00,108 ,0,1,00,0,39,1,1,2,0,3,46,
20200929,00,108 ,0,2,00,0,193,6,6,11,6,14,236,
20200929,00,108 ,1,1,00,0,68,1,0,3,3,2,77,
20200929,00,108 ,1,2,00,0,254,8,8,10,11,10,301,
20200929,00,109 ,0,1,00,0,2,0,0,1,0,0,3,
20200929,00,109 ,0,2,00,0,4,0,3,6,2,0,15,
20200929,00,109 ,1,1,00,0,1,0,0,2,0,0,3,
20200929,00,109 ,1,2,00,0,10,7,2,1,0,0,20,
20200929,00,110 ,0,1,00,0,5,0,1,7,1,0,14,
20200929,00,110 ,0,2,00,0,18,2,5,17,6,0,48,
20200929,00,110 ,1,1,00,0,4,0,1,3,0,1,9,
