20190911,0,11,0,1,0,1,274,4,1,5,1,16,301
20190911,0,11,0,2,0,1,697,12,13,8,25,34,789
20190911,0,11,1,1,0,1,386,3,10,10,3,28,440
20190911,0,11,1,2,0,1,1093,38,20,21,31,61,1264
20190911,0,12,0,1,0,1,3,0,0,0,0,0,3
20190911,0,12,0,2,0,1,14,1,2,0,0,0,17
20190911,0,12,1,1,0,1,1,0,0,0,0,0,1
20190911,0,12,1,2,0,1,3,0,1,0,0,0,4
20190911,0,13,0,1,0,1,2,1,0,0,0,0,3
20190911,0,13,0,2,0,1,9,0,0,0,0,0,9
20190911,0,13,1,1,0,1,6,0,0,0,0,1,7
20190911,0,13,1,2,0,1,18,0,0,0,0,2,20
20190911,0,25,0,1,8,1,23,0,0,0,0,1,24
20190911,0,25,0,2,8,1,10,0,0,0,0,1,11
20190911,0,25,1,1,8,1,9,1,1,1,0,0,12
20190911,0,25,1,2,8,1,8,0,0,0,0,0,8
20190911,0,29,0,1,0,1,23,2,1,0,4,3,33
20190911,0,29,0,2,0,1,101,2,1,2,46,9,161
20190911,0,29,1,1,0,1,39,0,1,0,6,7,53
20190911,0,29,1,2,0,1,127,1,3,2,38,11,182
20190911,0,53,0,1,0,1,106,0,0,2,0,6,114
20190911,0,53,0,2,0,1,348,6,5,3,11,15,388
20190911,0,53,1,1,0,1,142,0,0,3,0,7,152
20190911,0,53,1,2,0,1,471,10,18,5,14,32,550
20190911,0,56,0,1,0,1,2,0,0,0,0,0,2
20190911,0,56,0,2,0,1,4,0,0,0,0,1,5
20190911,0,56,1,2,0,1,3,0,0,0,0,0,3
20190911,0,61,0,1,0,1,179,6,4,7,2,11,209
20190911,0,61,0,2,0,1,888,55,24,48,27,39,1081
20190911,0,61,1,1,0,1,153,6,3,9,2,16,189
20190911,0,61,1,2,0,1,931,47,37,45,34,33,1127
20190911,0,62,0,1,0,1,209,5,7,13,4,15,253
20190911,0,62,0,2,0,1,864,68,17,47,34,37,1067
20190911,0,62,1,1,0,1,261,8,7,16,4,28,324
20190911,0,62,1,2,0,1,1213,32,39,44,35,54,1417
20190911,0,63,0,1,0,1,13,0,0,1,0,0,14
20190911,0,63,0,2,0,1,74,1,4,2,1,3,85
20190911,0,63,1,1,0,1,14,0,3,1,1,0,19
20190911,0,63,1,2,0,1,88,1,0,2,4,6,101
20190911,0,64,0,1,0,1,147,1,2,6,3,11,170
20190911,0,64,0,2,0,1,707,30,22,17,23,26,825
20190911,0,64,1,1,0,1,150,3,4,2,1,14,174
20190911,0,64,1,2,0,1,794,27,12,16,29,52,930
20190911,0,65,0,1,0,1,227,1,1,0,0,9,238
20190911,0,65,0,2,0,1,702,1,4,3,1,27,738
20190911,0,65,1,1,0,1,333,1,2,1,0,12,349
20190911,0,65,1,2,0,1,937,5,48,2,2,16,1010
20190911,0,66,0,1,0,1,25,2,0,1,0,5,33
20190911,0,66,0,2,0,1,148,4,2,3,2,9,168
20190911,0,66,1,1,0,1,23,0,7,0,0,1,31
20190911,0,66,1,2,0,1,134,2,4,3,2,11,156
20190911,0,67,0,1,0,1,172,2,7,13,2,12,208
20190911,0,67,0,2,0,1,807,40,18,29,39,44,977
20190911,0,67,1,1,0,1,242,8,3,16,0,14,283
20190911,0,67,1,2,0,1,1068,13,23,27,38,57,1226
20190911,0,68,0,1,0,1,231,7,5,8,2,19,272
20190911,0,68,0,2,0,1,941,31,17,20,22,36,1067
20190911,0,68,1,1,0,1,224,3,3,16,4,27,277
20190911,0,68,1,2,0,1,1008,20,11,23,28,56,1146
20190911,0,74,0,1,10,1,13,0,1,0,0,0,14
20190911,0,74,0,2,10,1,41,4,0,1,0,1,47
20190911,0,74,1,1,10,1,28,0,0,0,0,1,29
20190911,0,74,1,2,10,1,104,2,1,2,2,5,116
20190911,0,91,0,1,0,1,2,0,0,0,0,0,2
20190911,0,91,0,2,0,1,5,1,0,0,0,0,6
20190911,0,91,1,1,0,1,1,1,0,0,0,0,2
20190911,0,91,1,2,0,1,4,1,0,0,0,0,5
20190911,0,92,0,1,0,1,5,0,0,1,0,0,6
20190911,0,92,0,2,0,1,14,2,3,0,0,0,19
20190911,0,92,1,1,0,1,2,1,0,0,0,0,3
20190911,0,92,1,2,0,1,30,0,0,1,0,0,31
20190911,0,101,0,1,0,0,392,7,8,24,6,2,439
20190911,0,101,0,2,0,0,1541,100,153,98,34,52,1978
20190911,0,101,1,1,0,0,402,14,10,18,5,27,476
20190911,0,101,1,2,0,0,1287,98,118,72,42,40,1657
20190911,0,102,0,1,0,0,74,2,0,1,0,0,77
20190911,0,102,0,2,0,0,412,9,8,2,2,25,458
20190911,0,102,1,1,0,0,96,3,5,2,0,6,112
20190911,0,102,1,2,0,0,473,2,27,2,3,21,528
20190911,0,103,0,1,0,0,140,1,10,10,0,3,164
20190911,0,103,0,2,0,0,500,52,17,30,12,26,637
20190911,0,103,1,1,0,0,157,6,4,10,1,12,190
20190911,0,103,1,2,0,0,801,54,68,60,11,29,1023
20190911,0,104,0,1,0,0,1,0,0,0,0,0,1
20190911,0,104,0,2,0,0,3,0,0,0,2,0,5
